cohort,gi_desc_bin_1,so_desc_bin_1,sss,sss_desc,sss_desc_bin,fsc,fsc_desc,fsc_desc_bin,fg_surv,id,card_id,arb_id,uo_email_address,campus_email
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12058,12058,12258,12058@coolcats.edu,12058@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6239,6239,6439,6239@coolcats.edu,6239@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,NA,NA,Upper,Continuing-Generation,15847,15847,16047,15847@coolcats.edu,15847@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,1,Working Class,Upper,Continuing-Generation,16416,16416,16616,16416@coolcats.edu,16416@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,5,Upper Class,NA,Continuing-Generation,24249,24249,24449,24249@coolcats.edu,24249@coolcats.edu
2122,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17873,17873,18073,17873@coolcats.edu,17873@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19614,19614,19814,19614@coolcats.edu,19614@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10708,10708,10908,10708@coolcats.edu,10708@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2358,2358,2558,2358@coolcats.edu,2358@coolcats.edu
NA,NA,Straight or Heterosexual,2,2nd Rung,Lower,NA,NA,Upper,Continuing-Generation,9008,9008,9208,9008@coolcats.edu,9008@coolcats.edu
NA,NA,NA,NA,NA,NA,1,Working Class,NA,First-Generation,7169,7169,7369,7169@coolcats.edu,7169@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,3200,3000@coolcats.edu,3000@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,22391,22391,22591,22391@coolcats.edu,22391@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16098,16098,16298,16098@coolcats.edu,16098@coolcats.edu
2122,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,17453,17453,17653,17453@coolcats.edu,17453@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20866,20866,21066,20866@coolcats.edu,20866@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,111,111,311,111@coolcats.edu,111@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8060,8060,8260,8060@coolcats.edu,8060@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3278,3278,3478,3278@coolcats.edu,3278@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8576,8576,8776,8576@coolcats.edu,8576@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,3,Middle Class,Upper,Continuing-Generation,11701,11701,11901,11701@coolcats.edu,11701@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8219,8219,8419,8219@coolcats.edu,8219@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,39147,39147,39347,39147@coolcats.edu,39147@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,38018,38018,38218,38018@coolcats.edu,38018@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21637,21637,21837,21637@coolcats.edu,21637@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2321,2321,2521,2321@coolcats.edu,2321@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15018,15018,15218,15018@coolcats.edu,15018@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18929,18929,19129,18929@coolcats.edu,18929@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2341,2341,2541,2341@coolcats.edu,2341@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8770,8770,8970,8770@coolcats.edu,8770@coolcats.edu
1920,NA,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,20580,20580,20780,20580@coolcats.edu,20580@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8015,8015,8215,8015@coolcats.edu,8015@coolcats.edu
1819,Woman,NA,5,5th Rung,Middle,2,Lower-Middle Class,NA,Continuing-Generation,28560,28560,28760,28560@coolcats.edu,28560@coolcats.edu
1819,Woman,LGBQ+,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,32756,32756,32956,32756@coolcats.edu,32756@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,114,114,314,114@coolcats.edu,114@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6592,6592,6792,6592@coolcats.edu,6592@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2898,2898,3098,2898@coolcats.edu,2898@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,35897,35897,36097,35897@coolcats.edu,35897@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1845,1845,2045,1845@coolcats.edu,1845@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,3,Middle Class,Upper,Continuing-Generation,12227,12227,12427,12227@coolcats.edu,12227@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,438,438,638,438@coolcats.edu,438@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3927,3927,4127,3927@coolcats.edu,3927@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,25662,25662,25862,25662@coolcats.edu,25662@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8484,8484,8684,8484@coolcats.edu,8484@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15842,15842,16042,15842@coolcats.edu,15842@coolcats.edu
1617,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,44447,44447,44647,44447@coolcats.edu,44447@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6393,6393,6593,6393@coolcats.edu,6393@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7507,7507,7707,7507@coolcats.edu,7507@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6163,6163,6363,6163@coolcats.edu,6163@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,158,158,358,158@coolcats.edu,158@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6635,6635,6835,6635@coolcats.edu,6635@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,35304,35304,35504,35304@coolcats.edu,35304@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17872,17872,18072,17872@coolcats.edu,17872@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7119,7119,7319,7119@coolcats.edu,7119@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12822,12822,13022,12822@coolcats.edu,12822@coolcats.edu
1617,Woman,LGBQ+,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,45823,45823,46023,45823@coolcats.edu,45823@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,23919,23919,24119,23919@coolcats.edu,23919@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14675,14675,14875,14675@coolcats.edu,14675@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,2,Lower-Middle Class,Upper,Continuing-Generation,20178,20178,20378,20178@coolcats.edu,20178@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11268,11268,11468,11268@coolcats.edu,11268@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10524,10524,10724,10524@coolcats.edu,10524@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11952,11952,12152,11952@coolcats.edu,11952@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,27118,27118,27318,27118@coolcats.edu,27118@coolcats.edu
1819,Woman,LGBQ+,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,34805,34805,35005,34805@coolcats.edu,34805@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3145,3145,3345,3145@coolcats.edu,3145@coolcats.edu
NA,NA,Straight or Heterosexual,2,2nd Rung,Lower,3,Middle Class,Upper,Continuing-Generation,11865,11865,12065,11865@coolcats.edu,11865@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,14511,14511,14711,14511@coolcats.edu,14511@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,5046,5046,5246,5046@coolcats.edu,5046@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,2,Lower-Middle Class,Upper,Continuing-Generation,15534,15534,15734,15534@coolcats.edu,15534@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14302,14302,14502,14302@coolcats.edu,14302@coolcats.edu
2223,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16527,16527,16727,16527@coolcats.edu,16527@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8504,8504,8704,8504@coolcats.edu,8504@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20186,20186,20386,20186@coolcats.edu,20186@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9083,9083,9283,9083@coolcats.edu,9083@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8986,8986,9186,8986@coolcats.edu,8986@coolcats.edu
1819,Woman,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,29152,29152,29352,29152@coolcats.edu,29152@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10657,10657,10857,10657@coolcats.edu,10657@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4241,4241,4441,4241@coolcats.edu,4241@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12698,12698,12898,12698@coolcats.edu,12698@coolcats.edu
1819,Woman,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,30460,30460,30660,30460@coolcats.edu,30460@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8169,8169,8369,8169@coolcats.edu,8169@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,5153,5153,5353,5153@coolcats.edu,5153@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7456,7456,7656,7456@coolcats.edu,7456@coolcats.edu
1920,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,21676,21676,21876,21676@coolcats.edu,21676@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3854,3854,4054,3854@coolcats.edu,3854@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,21245,21245,21445,21245@coolcats.edu,21245@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,13734,13734,13934,13734@coolcats.edu,13734@coolcats.edu
1819,Woman,LGBQ+,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,34761,34761,34961,34761@coolcats.edu,34761@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15507,15507,15707,15507@coolcats.edu,15507@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,5800,6000,5800@coolcats.edu,5800@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10759,10759,10959,10759@coolcats.edu,10759@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14274,14274,14474,14274@coolcats.edu,14274@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,41436,41436,41636,41436@coolcats.edu,41436@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4446,4446,4646,4446@coolcats.edu,4446@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11143,11143,11343,11143@coolcats.edu,11143@coolcats.edu
1920,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,20324,20324,20524,20324@coolcats.edu,20324@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,65,65,265,65@coolcats.edu,65@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8885,8885,9085,8885@coolcats.edu,8885@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17808,17808,18008,17808@coolcats.edu,17808@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1165,1165,1365,1165@coolcats.edu,1165@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20932,20932,21132,20932@coolcats.edu,20932@coolcats.edu
1920,NA,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,21638,21638,21838,21638@coolcats.edu,21638@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1658,1658,1858,1658@coolcats.edu,1658@coolcats.edu
1920,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,21673,21673,21873,21673@coolcats.edu,21673@coolcats.edu
1617,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,43792,43792,43992,43792@coolcats.edu,43792@coolcats.edu
1819,Woman,NA,9,9th Rung,Upper,NA,NA,Lower,NA,31697,31697,31897,31697@coolcats.edu,31697@coolcats.edu
NA,NA,NA,3,3rd Rung,Lower,NA,NA,Upper,Continuing-Generation,8820,8820,9020,8820@coolcats.edu,8820@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8107,8107,8307,8107@coolcats.edu,8107@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,26609,26609,26809,26609@coolcats.edu,26609@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8324,8324,8524,8324@coolcats.edu,8324@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20420,20420,20620,20420@coolcats.edu,20420@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,6356,6356,6556,6356@coolcats.edu,6356@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,2,Lower-Middle Class,NA,Continuing-Generation,25076,25076,25276,25076@coolcats.edu,25076@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20956,20956,21156,20956@coolcats.edu,20956@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17754,17754,17954,17754@coolcats.edu,17754@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13393,13393,13593,13393@coolcats.edu,13393@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,15497,15497,15697,15497@coolcats.edu,15497@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,5370,5570,5370@coolcats.edu,5370@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21434,21434,21634,21434@coolcats.edu,21434@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5719,5719,5919,5719@coolcats.edu,5719@coolcats.edu
1617,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,42950,42950,43150,42950@coolcats.edu,42950@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16510,16510,16710,16510@coolcats.edu,16510@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13666,13666,13866,13666@coolcats.edu,13666@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,214,214,414,214@coolcats.edu,214@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11226,11226,11426,11226@coolcats.edu,11226@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,39139,39139,39339,39139@coolcats.edu,39139@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10905,10905,11105,10905@coolcats.edu,10905@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,8989,8989,9189,8989@coolcats.edu,8989@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11064,11064,11264,11064@coolcats.edu,11064@coolcats.edu
1819,Woman,LGBQ+,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,34045,34045,34245,34045@coolcats.edu,34045@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,22269,22269,22469,22269@coolcats.edu,22269@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,2,Lower-Middle Class,NA,Continuing-Generation,40668,40668,40868,40668@coolcats.edu,40668@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20240,20240,20440,20240@coolcats.edu,20240@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3942,3942,4142,3942@coolcats.edu,3942@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,First-Generation,6713,6713,6913,6713@coolcats.edu,6713@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11390,11390,11590,11390@coolcats.edu,11390@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,14970,14970,15170,14970@coolcats.edu,14970@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19016,19016,19216,19016@coolcats.edu,19016@coolcats.edu
NA,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,12458,12458,12658,12458@coolcats.edu,12458@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7797,7797,7997,7797@coolcats.edu,7797@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2970,2970,3170,2970@coolcats.edu,2970@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,41561,41561,41761,41561@coolcats.edu,41561@coolcats.edu
1819,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,30367,30367,30567,30367@coolcats.edu,30367@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10743,10743,10943,10743@coolcats.edu,10743@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2760,2760,2960,2760@coolcats.edu,2760@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7584,7584,7784,7584@coolcats.edu,7584@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2195,2195,2395,2195@coolcats.edu,2195@coolcats.edu
1819,Woman,LGBQ+,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,32873,32873,33073,32873@coolcats.edu,32873@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9825,9825,10025,9825@coolcats.edu,9825@coolcats.edu
1819,Woman,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,28730,28730,28930,28730@coolcats.edu,28730@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,21029,21029,21229,21029@coolcats.edu,21029@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23238,23238,23438,23238@coolcats.edu,23238@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6549,6549,6749,6549@coolcats.edu,6549@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12668,12668,12868,12668@coolcats.edu,12668@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17133,17133,17333,17133@coolcats.edu,17133@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16912,16912,17112,16912@coolcats.edu,16912@coolcats.edu
1819,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,28948,28948,29148,28948@coolcats.edu,28948@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,30106,30106,30306,30106@coolcats.edu,30106@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2109,2109,2309,2109@coolcats.edu,2109@coolcats.edu
1819,Woman,NA,9,9th Rung,Upper,NA,NA,Lower,NA,27010,27010,27210,27010@coolcats.edu,27010@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314,4314,4514,4314@coolcats.edu,4314@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19450,19450,19650,19450@coolcats.edu,19450@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3953,3953,4153,3953@coolcats.edu,3953@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15894,15894,16094,15894@coolcats.edu,15894@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9759,9759,9959,9759@coolcats.edu,9759@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,20381,20381,20581,20381@coolcats.edu,20381@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,5426,5426,5626,5426@coolcats.edu,5426@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12896,12896,13096,12896@coolcats.edu,12896@coolcats.edu
NA,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,12679,12679,12879,12679@coolcats.edu,12679@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6283,6283,6483,6283@coolcats.edu,6283@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16243,16243,16443,16243@coolcats.edu,16243@coolcats.edu
1617,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,45280,45280,45480,45280@coolcats.edu,45280@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17697,17697,17897,17697@coolcats.edu,17697@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,2216,2016@coolcats.edu,2016@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,11433,11433,11633,11433@coolcats.edu,11433@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13416,13416,13616,13416@coolcats.edu,13416@coolcats.edu
1819,Woman,LGBQ+,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,33212,33212,33412,33212@coolcats.edu,33212@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4994,4994,5194,4994@coolcats.edu,4994@coolcats.edu
2021,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,19631,19631,19831,19631@coolcats.edu,19631@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3439,3439,3639,3439@coolcats.edu,3439@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9736,9736,9936,9736@coolcats.edu,9736@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13022,13022,13222,13022@coolcats.edu,13022@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,21584,21584,21784,21584@coolcats.edu,21584@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21601,21601,21801,21601@coolcats.edu,21601@coolcats.edu
1617,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,46037,46037,46237,46037@coolcats.edu,46037@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9274,9274,9474,9274@coolcats.edu,9274@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3610,3610,3810,3610@coolcats.edu,3610@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3025,3025,3225,3025@coolcats.edu,3025@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6279,6279,6479,6279@coolcats.edu,6279@coolcats.edu
NA,NA,NA,5,5th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,15214,15214,15414,15214@coolcats.edu,15214@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10004,10004,10204,10004@coolcats.edu,10004@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,9100,9300,9100@coolcats.edu,9100@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12323,12323,12523,12323@coolcats.edu,12323@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,13979,13979,14179,13979@coolcats.edu,13979@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,20702,20702,20902,20702@coolcats.edu,20702@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8242,8242,8442,8242@coolcats.edu,8242@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7387,7387,7587,7387@coolcats.edu,7387@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17626,17626,17826,17626@coolcats.edu,17626@coolcats.edu
1920,Woman,NA,10,Top Rung,Upper,NA,NA,Lower,NA,24525,24525,24725,24525@coolcats.edu,24525@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7291,7291,7491,7291@coolcats.edu,7291@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9376,9376,9576,9376@coolcats.edu,9376@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18307,18307,18507,18307@coolcats.edu,18307@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20745,20745,20945,20745@coolcats.edu,20745@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4792,4792,4992,4792@coolcats.edu,4792@coolcats.edu
